,id,dim1,dim2,dim3,dim4,dim5,dim6,class
0,0.0,0.3842941919835151,0.8359589348955806,0.1323036204699465,0.9654155720398099,0.11929037966220539,0.21263654863046738,0
1,0.008403361344537815,0.4741066617227238,0.8485621163445016,0.12374000188173899,0.7465436009127182,0.13365036644131334,0.14781842980039878,0
2,0.016806722689075633,0.8344962758226606,0.8277834411141908,0.22182621613193265,0.5821760545889157,0.7579708705245446,0.1249884944371977,0
3,0.025210084033613446,0.5902631331288224,0.7962393814456638,0.30330702573827106,0.6649646385657653,0.6053414644349723,0.2051197824507171,0
4,0.03361344537815126,0.28996093782628496,0.8507476424096385,0.1672236793260064,0.5119753607998166,0.3434469549671786,0.1621609045223036,0
5,0.04201680672268908,0.10181266298701816,0.8158627384712797,0.24175777891628253,0.9410022455724797,0.4127498595166008,0.10793173457196689,0
6,0.05042016806722689,0.6669931255733303,0.6946366273957112,0.04924689149398953,0.7515929248458163,0.1602093471080147,0.1672339839708284,0
7,0.058823529411764705,0.3931852176175803,0.8084921632204585,0.1867357050199322,0.9187394010619577,0.8148278835889751,0.16103851944436165,0
8,0.06722689075630252,0.6681145535717188,0.8199459514593948,0.17981940564075785,0.7880234861581243,0.37125926254871344,0.108843023473265,0
9,0.07563025210084033,0.8090858384681765,0.6832958897791189,0.17634195614329337,0.8293014760739144,0.07156383810138672,0.13122064420533233,0
10,0.08403361344537814,0.6541187285712332,0.8257633353885198,0.16860690162897685,0.8022518025207743,0.08396368395780855,0.240040868783306,0
11,0.09243697478991597,0.44263022250470424,0.6602953963907408,0.17478241825821852,0.8368850515246781,0.569311711362732,0.10449049474758207,0
12,0.10084033613445378,0.4640554766466611,0.849714417410694,0.04977351781788797,0.5533415350790003,0.721623775619886,0.20217145004106213,0
13,0.1092436974789916,0.14322282167750552,0.7485924482576434,0.31082506879808375,0.5998944330599636,0.728454272239148,0.16294098028171555,0
14,0.11764705882352941,0.8163513432662312,1.0,0.13496998487919157,0.6022385790797824,0.4322439995813234,0.06333019463140155,0
15,0.12605042016806722,0.9109489719205752,0.8375068186486925,0.12700205012852978,0.6247931632320383,0.702979893690195,0.2654428971959652,0
16,0.13445378151260504,0.7931884399880824,0.7152664673079342,0.1036971887106294,0.6098593410827629,0.38441762040428684,0.2516167657224136,0
17,0.14285714285714285,0.8156486964108206,0.9659228689259535,0.16009811062627682,0.5423256321251838,0.852708986955184,0.2606086612056928,0
18,0.15126050420168066,0.7237027501667556,0.7632814882727035,0.0,0.6438253311262363,0.29494025125651246,0.07279620164394315,0
19,0.15966386554621848,0.1676103178111752,0.8698998698216935,0.17526622904358563,0.6157164146392694,0.48919822929576895,0.0,0
20,0.1680672268907563,0.33990002200604524,0.6932192484832851,0.1754105737335515,0.9208578322422932,0.2958313566919946,0.22743392659786738,0
21,0.1764705882352941,0.5057848152711498,0.864540228546037,0.258852342600029,0.6700713985633027,0.21487102735854935,0.1647182512241135,0
22,0.18487394957983191,0.2321732575895049,0.7717783479923992,0.28991048184926405,0.785583398779371,0.18325536205882514,0.0721293216070616,0
23,0.19327731092436976,0.18169697540396867,0.8230929297661234,0.19642062499322116,0.5289469371328198,0.3419702764075895,0.12791891166438712,0
24,0.20168067226890757,0.7474924969090793,0.8864369807799166,0.16404505475611142,0.8985293984244459,0.02413425451556829,0.10748188204590417,0
25,0.21008403361344538,0.7148650258854128,0.8698530452163624,0.21170723903567498,0.7060046498928201,0.14336124376667514,0.11350483676373516,0
26,0.2184873949579832,0.13788004638009393,0.8514005345516388,0.21884802437230638,0.8882910569865248,0.20957176145000644,0.17589547015346363,0
27,0.226890756302521,0.4486362852358029,0.7027416549886497,0.25496845342935726,0.8981416425822953,0.2653729409916121,0.19992370334679332,0
